ip_location,create_time,content,Topic,sentiment,Representation,Representative_Docs,theory,theme
Hebei,2023-7-18 8:47,光荣啊，社会都这样了，还好意思宣传,91,1,"['宣传', '新闻', '没看', '这种', '值得', '报道', '垃圾', '营销', '媒体', '宣扬']","['这种 应该 宣传', '现在 宣传', '宣传']",Deinstitutionalization of Marriage,Morality
Shandong,2023-7-18 13:02,丢人现眼,49,0,"['打字', '复制', '宝宝', '泰裤', '不想', '抵制', '吓死', '啊啊啊', '音乐', '可怕']","['音乐 吓死人', '吓死', '吓死']",Deinstitutionalization of Marriage,Morality
Henan,2023-11-9 19:45,蹦蹦跳跳真可爱,147,0,"['可爱', '哈提', '宝宝', '可萌', '小可爱', '蹦蹦跳跳', '在世', '可愛暴擊', '鼬鼠', '太可愛了']","['太 可爱', '太 可爱', '太 可爱']",Individualism,Diversity
Shandong,2024-6-14 13:28,你说的真棒，太喜欢你了,153,0,"['太棒了', '棒棒', '特别', '好棒', '很棒', '非常', '太爱', '太棒', '真棒', '女主']","['太棒了', '太棒了', '太棒了']",Individualism,Diversity
Zhejiang,2024-2-22 16:52,如果男的欠债了又噶了，私生子有义务还债吗？,20,1,"['继承权', '继承', '私生子', '财产', '遗产', '生父', '享有', '婚生子', '非婚生子', '遗嘱']","['私生子 继承权', '私生子 继承权', '搜 私生子 继承权']",Deinstitutionalization of Marriage,Legislation
Chongqing,2023-2-19 20:40,你的意思是扯个证就能免费？,129,0,"['证据', '证明', '必要', '有证', '提供', '没证', '相关', '予以', '无证', '驾驶']","['提供 必要 证据', '必要 证据', '“ ” 提供 必要 证据 证明 “ 须 ” 必须 “ 须 ”']",Deinstitutionalization of Marriage,Legislation
Jiangsu,2024-6-15 14:43,评论区真搞笑了。身边就没有未婚先孕自己生下孩子自己养，过得好的案例，自己都活不明白了还整未婚先孕去夫留子这套睁开眼睛好好看看吧除非对方是身价过亿的👴laotou现实中大吵大闹的小3️⃣就为了抢个屌丝男非要把孩子生下来，生下来又不管丢给自己的父母，男的也不理孩子也不离婚，原配最后起诉离婚掉，单亲妈妈再遇更好的不是问题而且男方还得分财产还得给抚养费就算判给男方也有权力看孩子，但是未婚先孕才令人更下头更呕心，除了会下蛋毫无任何优势。真的不要未婚先孕尤其是给已婚男士,99,1,"['女性', '女人', '评论', '婚姻', '男人', '家庭', '孩子', '女生', '不用', '结婚']","['评论 区会 是因为 中国 发展 均衡 医疗 教育 已经 中国 退出 发展中国家 男宝们 不要 太 离谱 现在 已经 0 彩礼 女 不用 婚姻 一个 生育 登记 女朋友 生育 登记', '评论 区会 是因为 中国 发展 均衡 医疗 教育 中国 退出 发展中国家 男宝们 不要 太 离谱 现在 已经 0 彩礼 女 不用 婚姻 一个 生育 登记 女朋友 生育 登记', '普及 一下 婚姻法 \n 1 不领 结婚证 分开 顶多 算 分手 法律 头婚 \n 2 3 孩子 继承权 不用 承担 负债 \n 3 男方 男方 原生 家庭 欠下 债款 非婚 女方 孩子 不用 偿还 结婚 对象 承担 夫妻 共同 债务 \n 4 男方 犯罪 非婚 孩子 影响 上学 考公 合法婚姻 对象 必须 承担 女方 隐忍 报警 \n 5 . 不会 已婚 未育 找 不到 工作 \n 6 . 新 婚姻法 彩礼 退 嫁妆 赠予 法律 规定 本事 告 \n 7 : 没 结婚 打人 故意伤害 结婚证 打死 家庭 纠纷 结婚证 男人 合法 打人 保护伞 身强体壮 抗揍 打赢 太好了 \n 8 . 女方 遗产 赔偿 男方 男方 遗产 赔偿 父母 \n 重要 一条 妇科病 : 男性 带菌 发病 无症状 女性 接触 发病 女性 生理 结构 弱点']",Individualism,Individualism
Guangdong,2023-7-7 18:26,这样子太酷了,53,0,"['太酷', '好酷', '泰酷', '很酷', '超酷', '酷毙了', '真的', '天呐', '酷酷', '哇塞']","['太酷', '太酷', '太酷']",Individualism,Diversity
Guangxi,2024-1-11 20:20,没有结婚的证，子女上女方户口，姓可以随男方姓吗,101,0,"['女方', '户口', '名下', '名字', '母亲', '男方', '改姓', '随母', '父亲', '落户']","['落 女方 户口 男方 姓', '女方 户口 姓 男方 姓', '孩子 女方 户口 男方 姓']",Deinstitutionalization of Marriage,Legislation
Sichuan,2023-8-26 18:07,可以哦杨行长,140,0,"['真不错', '房子', '猪笼', '古代', '动物', '人贩子', '卖不出去', '诚意金', '羊少', '山西']","['真不错', '真不错', '住 房子 真不错']",Deinstitutionalization of Marriage,Morality
Heilongjiang,2023-2-19 19:02,不要为了满足自己的私欲随便生孩子，孩子不一定愿意出生，,63,1,"['想要', '怀孕', '要生', '生个', '准备', '孩子', '想生', '身体', '老公', '不生']","['想要 孩子', '想要 一个 孩子', '想要 一个 孩子']",Deinstitutionalization of Marriage,Parenting Value
Sichuan,2023-3-3 2:19,养孩子是多开心的一件事情，付出是很开心的事情,52,0,"['人带', '一个', '经济', '照顾', '孩子', '挣钱', '上班', '能力', '养育', '有钱']","['为啥 非婚 生育 一个 人带 辛苦', '一个 人带 娃 生活 确实 挺', '已经 生 一个 人生 一个 人带']",Financial Cost,Wealth
Guizhou,2023-3-3 17:31,只所以离婚例很高破坏家庭就是这个原团,116,1,"['离婚', '离婚率', '冷静', '婚姻', '离异', '起诉', '离婚证', '咱俩', '单方面', '可怕']","['离婚', '离婚', '离婚']",Deinstitutionalization of Marriage,Legislation
Guangxi,2023-2-1 23:07,资本家：结婚率没有都无所谓生育上去了就行,3,1,"['降低', '成本', '生育率', '标准', '育儿', '提高', '出生率', '鼓励', '道德', '生育']","['想要 提高 出生率 应该 降低 育儿 成本 社会 压力 降低 道德 标准', '想要 提高 生育率 应该 降低 育儿 成本 社会 压力 降低 道德 底线', '提高 生育率 降低 育儿 成本 降低 道德 标准']",Reproduction,Population Growth
Henan,2023-8-21 19:14,孩子父亲是黑人跑了,155,0,"['爸爸', '回答', '他爸', '父亲', '亲生', '孩他', '孩子', '长大', '问起', '幼儿园']","['孩子 爸爸', '孩子 爸爸', '孩子 爸爸']",Individualism,Traditional Family
Sichuan,2023-2-18 21:29,以后结婚必须做亲姊妹鉴定,6,0,"['同父异母', 'dna', '兄妹', '近亲', '近亲结婚', '以后', '兄弟姐妹', '亲兄妹', '同母异父', '谈恋爱']","['不会 出现 . 以后 对象 同父异母 兄妹 / 姐弟', '以后 同父异母 孩子 结婚', '以后 不会 同父异母 结婚']",Deinstitutionalization of Marriage,Morality
Zhejiang,2023-7-18 6:59,没有见过准生证,74,0,"['准生证', '东西', '现在', '办理', '流掉', '不准', '需要', '咋个', '办不到', '出生证']","['准生证', '准生证', '准生证']",Deinstitutionalization of Marriage,Legislation
Sichuan,2023-2-11 10:03,现在能自己生孩子的女生很多是不想要男人而已,19,0,"['男人', '想要', '女人', '能生', '跳过', '男性', '男生', '孩子', '男孩', '拥有']","['想要 男人 孩子', '男人 生 孩子', '男人 生 孩子']",Deinstitutionalization of Marriage,Parenting Value
Anhui,2023-2-19 18:08,自作自受,2,0,"['道理', '理解', '自找', '世界', '赞同', '明白', '同情', '清醒', '太对', '终于']","['理解', '理解', '理解']",Individualism,Diversity
Shanghai,2023-4-4 22:37,"国男娶外国女没有彩礼啥的。
同理，外国男做上门女婿也不用彩礼啥的，跟母姓，住女方家，一样爱孩子。
各位加油，各凭本事了",182,0,"['中国', '外国', '外国人', '国外', '彩礼', '女人', '黑人', '嫁给', '男人', '倒贴']","['一个 中国 女人 外国 男人 种 合适', '外国 男人 不用 中国 女 倒 搭', '中国 男人 找个 不要 彩礼 外国 女人']",Individualism,Traditional Family
Zhejiang,2024-6-16 8:00,王健林出面了,110,0,"['王思聪', '王家', '起诉', '王健林', '刚刷', '王思聪生', '诉讼', '老王', '虚假', '严惩不贷']","['王思聪 :', '王思聪', '王思聪']",Deinstitutionalization of Marriage,Morality
Guangxi,2023-6-29 2:03,有些人觉得自己爸爸很好，是一个合格的父亲，那么他是一个合格的丈夫吗？为什么总要担心这个博主的孩子怎么样怎么样，就算有双亲也依然会有孩子不幸福，建议还是用包容一点的眼光看待，很多事情都不是一定的。,5,0,"['爸爸', '父亲', '父爱', '长大', '没有', '缺失', '成长', '家庭', '完整', '孩子']","['没有 爸爸 孩子', '孩子 没有 爸爸 没有 父爱 完整', '没有 父爱 没有 父亲']",Individualism,Traditional Family
Shanxi,2024-6-10 11:38,三个孩子都养的好棒,148,0,"['三个', '颜值', '三小只', '可爱', '漂亮', '太漂亮', '三只', '懂事', '三小', '好看']","['三个 宝宝 超 可爱', '三个 孩子 养 棒', '三个 娃']",Individualism,Diversity
Liaoning,2024-4-23 17:45,看叶海洋怀孕是种享受,21,0,"['海洋', '全网', '老板', '争气', '佩服', '榜样', '配得', '外表', '那句', '身材']","['叶 海洋 生 养', '叶 海洋 高', '叶 海洋']",Individualism,Individualism
Guangxi,2023-7-14 18:48,我爱豆都捐 我一个一个生,9,0,"['不能', '开玩笑', '王俊凯', '吴世勋', '千玺', '一颗', '一个', '边伯贤', '朴灿烈', '王鹤']","['易 烊 千玺 捐 一颗 没 开玩笑', '王俊凯 不能 捐 ? 没 开玩笑', '王俊凯 不能 捐 没 开玩笑']",Financial Cost,Healthcare
Jilin,2023-2-19 19:16,这就开始制造恐慌了？男人是多怕女性不给他们生孩子？,19,1,"['男人', '想要', '女人', '能生', '跳过', '男性', '男生', '孩子', '男孩', '拥有']","['想要 男人 孩子', '男人 生 孩子', '男人 生 孩子']",Deinstitutionalization of Marriage,Parenting Value
Jiangsu,2023-2-19 18:19,我们不是非婚也一样呀，什么都是自己,18,0,"['非婚', '非婚生子', '非婚生', '生育', '婚外', '歧视', '婚生子女', '子女', '权利', '生子']","['非婚 生育 5 岁', '女 想 非婚 生育 找', '非婚 生育']",Deinstitutionalization of Marriage,Morality
Guangdong,2023-7-18 10:12,已婚的领到过吗？,90,0,"['结婚证', '意义', '婚礼', '证明', '一张', '只能', '没用', '张纸', '干嘛', '捆住']","['想 结婚证', '结婚证', '补 结婚证']",Deinstitutionalization of Marriage,Marriage
Chongqing,2024-1-26 22:44,接触婚姻限制,156,0,"['保护', '保障', '婚姻', '婚姻法', '财产', '弱者', '协议', '法律', '婚内', '事实']","['婚姻 保护 男人', '保护 婚姻', '婚姻 保护']",Deinstitutionalization of Marriage,Legislation
Yunnan,2024-5-23 21:33,这样听来不领证好处更多啊,96,0,"['领证', '好处', '感觉', '坏处', '领了', '后悔', '更好', '好像', '等价', '咱俩']","['领证 挺', '领证 挺', '听 领证 真']",Deinstitutionalization of Marriage,Legislation
Chongqing,2023-7-27 1:46,你这个音乐背景真的很变态，知道吗，我现在刷到真的可能会做噩梦啊,94,1,"['会刷', '刷到', '活跃度', '我会', '能刷', '我刷', '为啥', '反思', '干嘛', '老刷']","['刷到', '刷到', '服 刷到']",Deinstitutionalization of Marriage,Morality
Guangdong,2023-7-11 16:26,这不就是我一直想的,39,0,"['想法', '很久', '一直', '这种', '考虑一下', '十年', '考虑', '早就', '有过', '以前']","['想法 想 久', '想法 早', '挺 想法']",Individualism,Individualism
Shanghai,2023-7-18 16:29,以后小三越来越多,93,1,"['以后', '出现', '以前', '未来', '前卫', '现在', '第一个', '电视剧', '后续', '猪笼']","['以后 陪', '以后', '以后']",Deinstitutionalization of Marriage,Morality
Guangdong,2024-6-11 23:27,去父留子,14,0,"['父留子', '留子', '去夫', 'yyds', 'diu', '弃夫', 'you', '舍父', '送子观音', '杀父']","['父留子', '父留子', '父留子']",Individualism,Individualism
Sichuan,2024-6-11 18:39,女人不是非得生孩子啥好处，把生孩子从你的人生划出去全是好处,29,0,"['结婚', '生子', '孩子', '不生', '不用', '生娃', '随便', '生个', '不要', '婚姻']","['结婚 养 孩子', '结婚 孩子', '结婚 生 孩子']",Deinstitutionalization of Marriage,Parenting Value
Fujian,2023-3-6 22:54,啧啧～宝藏女孩,135,0,"['收藏', '点赞', '干货', '赞赞', '感动', '感谢', '点个', '赞赞赞', '关注', '转发']","['收藏', '收藏', '收藏']",Individualism,Diversity
Sichuan,2023-2-20 6:20,那为什么要非婚生育，而且，这两个案例看着都像自找的,18,0,"['非婚', '非婚生子', '非婚生', '生育', '婚外', '歧视', '婚生子女', '子女', '权利', '生子']","['非婚 生育 5 岁', '女 想 非婚 生育 找', '非婚 生育']",Deinstitutionalization of Marriage,Morality
Yunnan,2023-6-29 1:08,问个问题，要是这个捐献人智商身高都很棒但是有秃顶基因，但捐献的时候还年轻所以秃得不明显，那我的娃会秃顶吗？我爸秃，我也秃，我要有孩子的话不能再秃了,77,0,"['精子', '精子库', '子宫', '人工授精', '捐精', '国外', '人造', '人工受孕', '人工', '辅助']","['问 一下 这种 精子', '没有 精子 怀', '生 没有 精子']",Financial Cost,Healthcare
Zhejiang,2024-6-8 20:38,一一长大了,152,0,"['一一', '可爱', '治愈', '福宝', '小花', '笑容', '开心', '童子', '一举一动', '采点']","['一一 帅', '一一 想', '一一']",Individualism,Diversity
Henan,2024-6-13 9:16,他的苦都来自他那不正常的母亲身上。母亲正常的话帮帮他也不至于让孩子们过的那么凄惨！！！！,52,0,"['人带', '一个', '经济', '照顾', '孩子', '挣钱', '上班', '能力', '养育', '有钱']","['为啥 非婚 生育 一个 人带 辛苦', '一个 人带 娃 生活 确实 挺', '已经 生 一个 人生 一个 人带']",Financial Cost,Wealth
Guangdong,2023-7-18 8:39,小三的时代正式来临,23,1,"['小三', '小三小四', '当小三', '第三者', '小四', '养小三', '小三会', '小三们', '鼓励', '小五']","['小三', '小三', '小三']",Deinstitutionalization of Marriage,Morality
Guangxi,2024-6-11 21:32,难怪呢,2,0,"['道理', '理解', '自找', '世界', '赞同', '明白', '同情', '清醒', '太对', '终于']","['理解', '理解', '理解']",Individualism,Diversity
Xinjiang,2023-2-19 9:16,多的对,4,0,"['严浩翔', '伟大', '推恩', '开绿灯', '林子', '暧昧', '泰裤', '操作', '黄色', '裂开']","['严浩翔 以后 不能 捐 一个', '严浩翔 捐 一个', '严浩翔 捐 一个']",Financial Cost,Healthcare
Shandong,2023-7-18 11:41,为了生育率道德沦陷了。,3,1,"['降低', '成本', '生育率', '标准', '育儿', '提高', '出生率', '鼓励', '道德', '生育']","['想要 提高 出生率 应该 降低 育儿 成本 社会 压力 降低 道德 标准', '想要 提高 生育率 应该 降低 育儿 成本 社会 压力 降低 道德 底线', '提高 生育率 降低 育儿 成本 降低 道德 标准']",Reproduction,Population Growth
Fujian,2023-2-2 2:46,简直乱套了，不知是哪个出的馊主意,2,1,"['道理', '理解', '自找', '世界', '赞同', '明白', '同情', '清醒', '太对', '终于']","['理解', '理解', '理解']",Individualism,Diversity
Shandong,2023-7-18 8:49,凡事养三的，都是有钱人，有钱人就不缺养孩子的钱，我们普通老百姓，叫你多生一个都困难，哪还有精力养三,52,0,"['人带', '一个', '经济', '照顾', '孩子', '挣钱', '上班', '能力', '养育', '有钱']","['为啥 非婚 生育 一个 人带 辛苦', '一个 人带 娃 生活 确实 挺', '已经 生 一个 人生 一个 人带']",Financial Cost,Wealth
